agencyID,staffID,StaffAgencyID,Status,Status2,SOE,EOE,RehireDate,Position,OfficeStaff,FieldStaff,Person,Contractor,Title,FirstName,MiddleInitial,LastName,Suffix,Ethnicity,Income,Language,Marital,Sex,SSN,DOB,DOD,Address,Address2,AptNo,County,City,State,Zip,HomePhone,WorkPhone,MobilePhone,Fax,Email,API,NPI,OtherID1,OtherID2,Class,MilitaryStatus,Transportation,Compliant,CompliantThru,HomeLocation,IsManager,IsCoordinator,Coordinator,Manager
4227,492,130207012,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,493,13020705,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,494,130207011,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,495,13020704,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,496,13020700,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,497,13020706,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,498,13020703,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,499,13020702,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,500,130207010,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,501,130207013,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,502,130207017,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,503,13020701,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,504,13020709,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,506,1302070,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,508,1302070,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,505,1302070,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,509,1302070,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,507,1302070,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,510,1302070,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,511,1302070,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,512,1302070,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,513,1302070,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,514,1302070,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,516,1302070,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,515,1302070,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,518,1302070,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,517,1302070,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,519,1302070,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,520,1302070,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,521,1302070,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,523,1302070,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,522,1302070,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,524,1302070,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,525,1302070,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,526,1302070,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,527,1302070,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,528,1302070,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,529,1302070,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,530,1302070,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,531,1302070,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,532,1302070,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,533,1302070,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,534,1302070,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,535,1302070,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,538,1302070,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,537,1302070,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,536,1302070,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,539,1302070,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,540,1300001,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTestHA,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,541,131230001,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,542,130201,2,,2/23/2017 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTestSchedule,,,,,,1,123456789,2/23/2017 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,543,130202,2,,2/23/2017 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTestSchedule,,,,,,1,123456789,2/23/2017 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,544,112211,2,,3/1/2017 0:00,,,HHA,0,1,1,0,-1,TestStaff1,,KMS,,,,,,0,112256321,,,,,,,,,,1122563214,,,,,,,,,,,,0,,,0,0,0,0
4227,545,123456,2,,3/15/2016 0:00,,3/30/2016 0:00,HHA,0,1,1,0,-1,LP_Staff001,,KMS,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0
4227,393,101115,2,,5/29/2017 0:00,,,HHA,0,1,1,0,,John,,Moore,,,,,,1,123565656,,,,,,,,,,,,,,,,,,101115,,,,0,,,1,0,380,419
4227,547,128612861,2,,6/1/2017 0:00,,,MGR,1,1,1,0,Mrs.,Lucyna,M,Namei,Sr,Asian,,English,Single,2,297129712,6/6/1991 0:00,,Ly,121,131,Washington,New York,VA,231232132,1937193719,,2321321321,,,,,,183618316,Full Time,A,Car,1,12/31/2055 0:00,NY,1,0,432,421
4227,548,130207050,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,TFS67029,,StaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,Updated@2.com,,,,,,,,0,,KMS,0,0,0,0
4227,549,130207052,1,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,550,130207053,1,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,551,130207054,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,552,130207055,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,553,130207055,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,554,130207056,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,555,130207057,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,556,130207058,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,557,130207060,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,558,130207061,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,559,130207131,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,C,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,New York,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,560,130207132,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,T,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,447,,1,,,,,CNA,0,1,1,0,,,,JV-nam,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0
4227,449,,1,,,,,CNA,0,1,1,0,,,,JV-Jayce,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0
4227,468,,1,,,,,CNA,0,1,1,0,,,,JV-agcare,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0
4227,390,,1,,,,,CNA,0,1,1,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0
4227,443,,1,,,,,CNA,0,1,1,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0
4227,444,,1,,,,,CNA,0,1,1,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0
4227,445,,1,,,,,CNA,0,1,1,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0
4227,546,,1,,,,,CNA,0,1,1,0,,,,JV-KWeiss,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0
4227,486,,1,,,,,CNA,0,1,1,0,,,,JV-Peter,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0
